filename;reference_author;reference_year;reference_title
IDENTI~1.PDF;" taguchi, y. h. identification of aberrant gene expression associated with aberrant promoter methylation in primordial germ cells
between e13 and e16 rat f3 generation vinclozolin lineage. bmc bioinformatics 16(suppl 18), s16 (2015).";2015; taguchi, y
IDENTI~1.PDF;" taguchi, y. h. identification of more feasible microrna-mrna interactions within multiple cancers using principal component
analysis based unsupervised feature extraction. int j mol sci 17, e696 (2016).";2016; taguchi, y
IDENTI~1.PDF;" taguchi, y. h. principal component analysis based unsupervised feature extraction applied to budding yeast temporally periodic
gene expression. biodata min 9, 22 (2016).";2016; taguchi, y
IDENTI~1.PDF;" taguchi, y. h., iwadate, m. & umeyama, h. sfrp1 is a possible candidate for epigenetic therapy in non-small cell lung cancer. bmc
med genomics 9(suppl 1), 28 (2016).";2016; taguchi, y
IDENTI~1.PDF; habib, s. l., prihoda, t. j., luna, m. & werner, s. a. diabetes and risk of renal cell carcinoma. j cancer 3, 42–48 (2012).;2012; habib, s
IDENTI~1.PDF; kuleshov, m. v. et al. enrichr;2016; a comprehensive gene set enrichment analysis web server 2016 update
IDENTI~1.PDF; yamanishi, y. et al. dinies;2014; drug-target interaction network inference engine based on supervised analysis
IDENTI~1.PDF;" parkinson, a., mudra, d. r., johnson, c., dwyer, a. & carroll, k. m. the effects of gender, age, ethnicity, and liver cirrhosis on
cytochrome p450 enzyme activity in human liver microsomes and inducibility in cultured human hepatocytes. toxicol. appl.
pharmacol. 199, 193–209 (2004).";2004; parkinson, a., mudra, d
IDENTI~1.PDF;" makia, n. l. & goldstein, j. a. cyp2c8 is a novel target of peroxisome proliferator-activated receptor α in human liver. mol.
pharmacol. 89, 154–164 (2016).";2016; makia, n
IDENTI~1.PDF; yuan, x. et al. identification of an endogenous ligand bound to a native orphan nuclear receptor. plos one 4, e5609 (2009).;2009; yuan, x
IDENTI~1.PDF;" huang, w., greene, g. l., ravikumar, k. m. & yang, s. cross-talk between the ligand- and dna-binding domains of estrogen
receptor. proteins 81, 1900–1909 (2013).";2013; huang, w., greene, g
IDENTI~1.PDF;" ning, b. f. et al. hepatocyte nuclear factor 4 alpha suppresses the development of hepatocellular carcinoma. cancer res. 70,
7640–7651 (2010).";2010; ning, b
IDENTI~1.PDF; kaneko, a. et al. efficacy and problems in bezafibrate treatment for pbc. kanzo 46, 200–207 (2005).;2005; kaneko, a
IDENTI~1.PDF; yin, q. et al. systematic review and meta-analysis;2015; bezafibrate in patients with primary biliary cirrhosis
IDENTI~1.PDF; bento, a. p. et al. the chembl bioactivity database;2013; an update
IDENTI~1.PDF; li, y., wu, f. x. & ngom, a. a review on machine learning principles for multi-view biological data integration. brief. bioinformatics (2016).;2016; li, y., wu, f
IDENTI~1.PDF; khan, s. a., leppäaho, e. & kaski, s. bayesian multi-tensor factorization. machine learning 105, 233–253 (2016).;2016; khan, s
IDENTI~1.PDF; li, l. mpgraph;2014; multi-view penalised graph clustering for predicting drug-target interactions
IDENTI~1.PDF;" lathauwer, l. d., moor, b. d. & vandewalle, j. a multilinear singular value decomposition. siam journal on matrix analysis and
applications 21, 1253–1278 (2000).";2000; lathauwer, l
IDENTI~1.PDF; national toxicology program. drugmatrix. https;2010;//ntp.niehs.nih.gov/drugmatrix/index.html 
IDENTI~1.PDF; duan, q. et al. lincs canvas browser;2014;" interactive web app to query, browse and interrogate lincs l1000 gene expression
signatures"
IDENTI~1.PDF; benjamini, y. & hochberg, y. controlling the false discovery rate;1995; a practical and powerful approach to multiple testing
IDENTI~1.PDF;" grosdidier, a., zoete, v. & michielin, o. swissdock, a protein-small molecule docking web service based on eadock dss. nucleic
acids res. 39, w270–277 (2011).";2011; grosdidier, a., zoete, v
IDENTI~1.PDF; rose, p. w. et al. the rcsb protein data bank;2017; integrative view of protein, gene and 3d structural information
IDENTI~1.PDF;" hubbard, p. a., shen, a. l., paschke, r., kasper, c. b. & kim, j. j. nadph-cytochrome p450 oxidoreductase. structural basis for
hydride and electron transfer. j. biol. chem. 276, 29163–29170 (2001).";2001; hubbard, p
IDENTI~1.PDF;" chandra, v. et al. multidomain integration in the structure of the hnf-4α nuclear receptor complex. nature 495, 394–398 (2013).

acknowledgements

this study was supported by kakenhi 17k00417 and chuo university grant for special research projects.

author contributions

y.h.t. planned the study, performed the analyses, and wrote the paper.

additional information

supplementary information accompanies this paper at https";2013;"//doi.org/10.1038/s41598-017-13003-0.
competing interests: the author declares that they have no competing interests.
publisher's note: springer nature remains neutral with regard to jurisdictional claims in published maps and
institutional affiliations.
open access this article is licensed under a creative commons attribution 4.0 international
license, which permits use, sharing, adaptation, distribution and reproduction in any medium or
format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the creative commons license, and indicate if changes were made"
THE-IM~1.PDF; axelrod, r.;1984; the evolution of cooperation
THE-IM~1.PDF; feldman, m., lai, k., stoica, i., chuang, j.;2004; robust incentive techniques for peerto-peer networks
THE-IM~1.PDF;" fullam, k.k., klos, t.b., muller, g., sabater, j., schlosser, a., topol, z., barber,
k.s., rosenschein, j.s., vercouter, l., voss, m.";2005;" a speciﬁcation of the agent reputation and trust (art) testbed: experimentation and competition for trust in agent
societies"
THE-IM~1.PDF; huynh, t.d., jennings, n.r., shadbolt, n.r.;2006;" an integrated trust and reputation
model for open multi-agent systems"
THE-IM~1.PDF; jarvenpaa, s.l., tractinsky, n., vitale, m.;2000; consumer trust in an internet store
THE-IM~1.PDF; marsh, s.;1994; formalising trust as a computational concept 
THE-IM~1.PDF; ramchurn, s.d., huynh, d., jennings, n.r.;2004; trust in multi-agent systems
THE-IM~1.PDF; sabater, j., sierra, c.;2001; regret: a reputation model for gregarious societies
THE-IM~1.PDF; sabater, j., sierra, c.;2005; review on computational trust and reputation models
THE-IM~1.PDF; salehi-abari, a., white, t.;2009;" towards con-resistant trust models for distributed
agent systems"
THE-IM~1.PDF; schillo, m., funk, p., rovatsos, m.;2000;" using trust for detecting deceitful agents in
artiﬁcial societies"
THE-IM~1.PDF; teacy, w.t.l., patel, j., jennings, n.r., luck, m.;2005; coping with inaccurate reputation sources: experimental analysis of a probabilistic trust model
THE-IM~1.PDF; yu, b., singh, m.p., sycara, k.;2004;" developing trust in large-scale peer-to-peer systems.
in: ieee first symposium on multi-agent security and survivability, august 3031, pp"
THE-IM~1.PDF; yu, b., singh, m.p.;2000;" a social mechanism of reputation management in electronic
communities"
THE-IM~1.PDF; yu, b., singh, m.p.;2003; detecting deception in reputation management
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; altman, i., taylor, d.a.;1973;" social penetration: the development of interpersonal
relationships"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; badler, n., allbeck, j., zhao, l., byun, m.;;" representing and parameterizing agent
behaviors"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf;" ieee (2002)
3. bickmore, t., picard, r.";2002; subtle expressivity by relational agents
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; bickmore, t., schulman, d.;2007; practical approaches to comforting users with relational agents
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; bickmore, t.w.;2003; relational agents: eﬀecting change through human-computer relationships
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; bickmore, t.w., picard, r.w.;2005; establishing and maintaining long-term humancomputer relationships
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; campos, j.;2010;" may: my memories are yours an interactive companion that saves the
users memories "
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; cassell, j., bickmore, t.;2003;" negotiated collusion: modeling social language and its
relationship eﬀects in intelligent agents"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; cavazza, m., brewster, c., charlton, d., smith, c.;2007; domain knowledge and multimodal grounding
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; costa, p.t., mccrae, r.r.;1992;" revised neo personality inventory (neo pi-r) and neo
ﬁve-factor inventory (neo-ﬃ)"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; de vignemont, f., singer, t.;2006;" the empathic brain: how, when and why? trends
in cognitive sciences 10"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; ekman, p., friesen, w.v.;1978; manual for the facial action coding system
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; el-nasr, m.s., yen, j., ioerger, t.r.;2000;" flamefuzzy logic adaptive model of emotions.
autonomous agents and multi-agent systems 3"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; elliott, c.d.;1992;" the a ective reasoner: a process model of emotions in a multi-agent
system"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; hakulinen, j., turunen, m., smith, c., cavazza, m., charlton, d.;2008;" a model for
ﬂexible interoperability between dialogue management and domain reasoning for
conversational spoken dialogue systems"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; klein, j., moon, y., picard, r.w.;2002;" this computer responds to user frustration:
theory, design, and results"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; ortony, a., clore, g.l., collins, a.;1990; the cognitive structure of emotions
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; picard, r.w.;1997; aﬀective computing
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; preston, s.d., de waal, f.b.m., et al.;2002;" empathy: its ultimate and proximate bases.
behavioral and brain sciences 25"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; reeves, b., nass, c.;1996;" how people treat computers, television, and new media like
real people and places"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; rodrigues, s.h., mascarenhas, s.f., dias, j., paiva, a.;2009;" i can feel it too!: emergent
empathic reactions between synthetic characters"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; schulman, d., bickmore, t.;2009;" persuading users through counseling dialogue with
a conversational agent"
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; souza, l.k.;2006;" amizade em adultos: adaptação e validação dos questionários mcgill
e um estudo de diferenças de gênero "
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; ståhl, o., gambäck, b., hansen, p., turunen, m., hakulinen, j.;2008;" a mobile ﬁtness
companion "
A-model-for-social-regulation-of-useragent-relationshipsLecture-Notes-in-Computer-Science-including-subseries-Lecture-Notes-in-Artificial-Intelligence-and-Lecture-Notes-in-Bioinformatics.pdf; taylor, d.a., altman, i.;1987; communication in interpersonal relationships: social penetration processes
